,date,statement,label
652,04-Oct-18,"CNN political hacks continue to do the bidding for the Democrats. CNN host Alisyn Camerota echoed prior comments by Cory Booker’s to start over with a new nominee for the Supreme Court and just ditch Judge Kavanaugh. They both claim the process has become tainted and that Brett Kavanaugh should just be dumped for someone else. This is exactly why the left is losing. The American people saw the left try and trash a good man with false accusations and they’ve had enough of it. The fact that they have no evidence of anything but they still just want to dump Kavanaugh is about as low as you can get.Watch Camerota editorialize in her comment by saying that “IT APPEARS” Judge Kavanaugh misrepresented some of his past drinking…NOT TRUE! See our previous report below on the fake news from the New York Times about Kavanaugh’s statement on drinking.“At best, it appears Judge Kavanaugh misrepresented some of his past drinking to the Senate Judiciary Committee and some of his experiences in high school and college in terms of how.”DESPERATE MEDIA LIES ABOUT KAVANAUGH DRINKING:Trending: KATIE HOPKINS WARNS AMERICANS Of Grave Danger Ahead: “Do Not Let This Great Country Become The United Kingdom” [VIDEO]The media knows they’re losing the battle on proving Judge Kavanaugh sexually assaulted anyone so now they’re sinking lower to try and make Judge Kavanaugh out to be a raging violent drunk during his youth. Did you see the pivot in the news yesterday? Desperation has set in…Judge Kavanaugh never denied drinking or drinking too much during his youth. He testified to drinking but the New York Times decided to make him out to be a liar so they inserted a phrase…See what they did there?  They inserted a claim but note that a few sentences down the quote from Kavanaugh says something totally different…A New York Times story was corrected albeit too late for those who read the following passage as a real quote from Judge Kavanaugh:During Thursday’s hearing, he spoke of enjoying beer but said he did not drink to excess. “I drank beer with my friends,” he said. “Almost everyone did. Sometimes I had too many beers. Sometimes others did. I liked beer. I still like beer. But I did not drink beer to the point of blacking out,” he said.The sentence was changed per NewsDiffs:During Thursday’s hearing, he spoke of enjoying beer but said he did not drink to excess. “I drank beer with my friends,” he said. “Almost everyone did. Sometimes I had too many beers. Sometimes others did. I liked beer. I still like beer. But I did not drink beer to the point of blacking out,” he said.Yes, they had to take that bit of a lie from their own writer out in a correction. The media and the left are trying to make Judge Kavanaugh out to be a liar…What does that tell you? They’re desperate and scraping the bottom of the barrel for anything they can make or find.CNN went with a story of a supposed friend who came forward but has contradicted his statements against Judge Kavanaugh. “Chad” Ludington couldn’t get his story straight…CNN is scraping the bottom of the barrel to find anyone with something bad to say about Judge Kavanaugh. The latest comes from a guy named “Chad” who has come forward to speak with the newshounds at CNN who anxiously listened to his every word. Watch the video below where he reads a statement claiming that Judge Kavanaugh hasn’t told the truth and says he feels it’s his “civic duty” to speak up.There’s one problem with this jackwagon who reads a statement in front of his home…He’s got NOTHING on Kavanaugh! This is such a reach and such a shameful attack from a supposed “college friend”…With friends like these…who needs enemies! He even says the roommates of Judge Kavanaugh are “lying” when they say they never saw Kavanaugh blackout…THIS GUY can’t even say he saw that! He just says he saw Kavanaugh “quite drunk”. QUITE DRUNK? So what!CNN reports: Brett Kavanaugh’s former college classmate Chad Ludington “unequivocally,” says that Kavanaugh “has not told the truth” in denying the possibility that he blacked out from drinking: “I never saw him passed out but I saw him quite drunk”Brett Kavanaugh’s former college classmate Chad Ludington “unequivocally” says that Kavanaugh “has not told the truth” in denying the possibility that he blacked out from drinking: “I never saw him passed out but I saw him quite drunk” https://t.co/uIZOd5Jlef pic.twitter.com/48ghixwaoi— CNN Politics (@CNNPolitics) October 1, 2018Ok Chad, your 15 minutes of fame are now up! This guy has just made an ass of himself in front of pretty much everyone. Will he have a friend left after this? What a jerk!The New York Times is also trying to slam Kavanaugh over throwing ice at someone in college. We kid you not!As an undergraduate student at Yale, Brett Kavanaugh was involved in an altercation at a local bar during which he was accused of throwing ice on another patron, according to a police report https://t.co/j5gSrkHMp5— The New York Times (@nytimes) October 1, 2018Republicans need to go ahead and vote on Judge Kavanaugh and end this ridiculous character assassination. If they don’t, this will continue to happen over and over again.",fake
653,04-Oct-18,"If you’re on Twitter, you need to follow Sol The videos are fantastic! The latest one is so good at depicting the heroes and the zeroes of the Kavanaugh confirmation.Vote Red to save America! Before its too late! pic.twitter.com/4x5ESecqac— Sol ???? (@Solmemes1) October 4, 2018LET’S ROLL! PRESIDENT TRUMP IS TWEETING LIKE CRAZY THIS MORNING:This is now the 7th. time the FBI has investigated Judge Kavanaugh. If we made it 100, it would still not be good enough for the Obstructionist Democrats.This is a very important time in our country. Due Process, Fairness and Common Sense are now on trial!Wow, such enthusiasm and energy for Judge Brett Kavanaugh. Look at the Energy, look at the Polls. Something very big is happening. He is a fine man and great intellect. The country is with him all the way!The harsh and unfair treatment of Judge Brett Kavanaugh is having an incredible upward impact on voters. The PEOPLE get it far better than the politicians. Most importantly, this great life cannot be ruined by mean & despicable Democrats and totally uncorroborated allegations!The harsh and unfair treatment of Judge Brett Kavanaugh is having an incredible upward impact on voters. The PEOPLE get it far better than the politicians. Most importantly, this great life cannot be ruined by mean & despicable Democrats and totally uncorroborated allegations!— Donald J. Trump (@realDonaldTrump) October 4, 2018Trending: KATIE HOPKINS WARNS AMERICANS Of Grave Danger Ahead: “Do Not Let This Great Country Become The United Kingdom” [VIDEO]",fake
654,04-Oct-18,"When Ainsley Earhardt asked Tucker Carlson, “What happens next though Tucker, going forward? Will we be able to find out any of this information, or will is it something that will just be swept under the rug again?” Carlson responded: The President himself can find out. And he can let the rest of us know by declassifying this information. He has the power to do that. He can unilaterally declassify whatever he wants. And I hope that he will. Because a lot of people like me, who have lived here you know, my whole life and have watched this stuff happen, are very suspicious that this kind of thing happens regularly. And again, that shakes everyone’s faith in the institution of government. It’s terrible. It has a chilling effect in the most basic way. If you think that the government is listening to you, that your political enemies can destroy you, if you step out of line, then you’re no longer living in a free society.”   Congressional investigators have confirmed that a top FBI official met with Democratic Party lawyers to talk about allegations of Donald Trump-Russia collusion weeks before the 2016 election, and before the bureau secured a search warrant targeting Trump’s campaign.Former FBI general counsel James Baker met during the 2016 season with at least one attorney from Perkins Coie, the Democratic National Committee’s private law firm.That’s the firm used by the DNC and Hillary Clinton’s campaign to secretly pay research firm Fusion GPS and Christopher Steele, a former British intelligence operative, to compile a dossier of uncorroborated raw intelligence alleging Trump and Moscow were colluding to hijack the presidential election.The dossier, though mostly unverified, was then used by the FBI as the main evidence seeking a Foreign Intelligence Surveillance Act (FISA) warrant targeting the Trump campaign in the final days of the campaign.The revelation was confirmed both in contemporaneous evidence and testimony secured by a joint investigation by Republicans on the House Judiciary and Government Oversight committees, my source tells me.It means the FBI had good reason to suspect the dossier was connected to the DNC’s main law firm and was the product of a Democratic opposition-research effort to defeat Trump — yet failed to disclose that information to the FISA court in October 2016, when the Bureau applied for a FISA warrant to surveil Trump campaign adviser Carter Page.“This is a bombshell that unequivocally shows the real collusion was between the FBI and Donald Trump’s opposition — the DNC, Hillary, and a Trump-hating British intel officer — to hijack the election, rather than some conspiracy between Putin and Trump,” a knowledgeable source told me.Baker was interviewed by lawmakers behind closed doors on Wednesday. Sources declined to divulge his testimony, other than to say it confirmed other evidence about the contact between the Perkins Coie law firm and the FBI. -John Soloman, Opinion Contributor for The HillOn September 17, 2018, the White House answered calls by several GOP lawmakers to declassify the documents related to the Russian investigation, and announced that President Trump was ordering the declassification of the FISA application used to spy on Carter Page, as well as the declassification of the text messages without redaction, between James Comey, Andrew McCabe, Peter Strzok, Lisa Page, and Bruce Ohr.At the request of a number of committees of Congress, and for reasons of transparency, the President has directed the Office of the Director of National Intelligence and the Department of Justice (including the FBI) to provide for the immediate declassification of the following materials: (1) pages 10-12 and 17-34 of the June 2017 application to the FISA court in the matter of Carter W. Page; (2) all FBI reports of interviews with Bruce G. Ohr prepared in connection with the Russia investigation; and (3) all FBI reports of interviews prepared in connection with all Carter Page FISA applications.In addition, President Donald J. Trump has directed the Department of Justice (including the FBI) to publicly release all text messages relating to the Russia investigation, without redaction, of James Comey, Andrew McCabe, Peter Strzok, Lisa Page, and Bruce Ohr.Watch, as MSNBC host Joy Reid and guests mock President Trump for making the ridiculous claim that his campaign was wiretapped. Democrat Eric Swalwell (CA), claims that wiretapping would be something Donald Trump would want to do, as Joy laughs.Trending: KATIE HOPKINS WARNS AMERICANS Of Grave Danger Ahead: “Do Not Let This Great Country Become The United Kingdom” [VIDEO]   
(function(w,d,s,i){w.ldAdInit=w.ldAdInit||[];w.ldAdInit.push({slot:8910347440632167,size:[0, 0],id:""ld-8384-5382""});if(!d.getElementById(i)){var j=d.createElement(s),p=d.getElementsByTagName(s)[0];j.async=true;j.src=""//cdn2.lockerdome.com/_js/ajs.js"";j.id=i;p.parentNode.insertBefore(j,p);}})(window,document,""script"",""ld-ajs"");
(function(w,d,s,i){w.ldAdInit=w.ldAdInit||[];w.ldAdInit.push({slot:9522005309736550,size:[0, 0],id:""ld-4197-4733""});if(!d.getElementById(i)){var j=d.createElement(s),p=d.getElementsByTagName(s)[0];j.async=true;j.src=""//cdn2.lockerdomecdn.com/_js/ajs.js"";j.id=i;p.parentNode.insertBefore(j,p);}})(window,document,""script"",""ld-ajs"");
",fake
655,03-Oct-18,"We’re getting closer to having a Supreme Court Justice Kavanaugh! President Trump just tweeted out his support:Wow, such enthusiasm and energy for Judge Brett Kavanaugh. Look at the Energy, look at the Polls. Something very big is happening. He is a fine man and great intellect. The country is with him all the way!— Donald J. Trump (@realDonaldTrump) October 4, 2018 Senate Majority Leader McConnell filed cloture tonight ending debate on Judge Kavanaugh. This sets up a procedural vote later this week.Trending: KATIE HOPKINS WARNS AMERICANS Of Grave Danger Ahead: “Do Not Let This Great Country Become The United Kingdom” [VIDEO]Leader McConnell: I just filed cloture on Judge Kavanaugh’s nomination to the Supreme Court. There will be plenty of time for Members to review and be briefed on this supplemental material before a Friday cloture vote. I just filed cloture on Judge Kavanaugh’s nomination to the Supreme Court. There will be plenty of time for Members to review and be briefed on this supplemental material before a Friday cloture vote.— Leader McConnell (@senatemajldr) October 4, 2018Senator Orrin Hatch just tweeted: “Whatever disputes we have on our own side, the thinking on the right now goes, we have to set them aside and stop a politics of personal destruction fueled by moral panic and an uncritical mainstream media that sees itself as an adjunct of the resistance”And then this is happening right now…KARMA for Senator Flake!In the wild, predators always go after the weakest members of the herd. https://t.co/VOQIz5u2fK— Ryan Saavedra (@RealSaavedra) October 4, 2018So the insanity continues from the left…It will only get worse and continue unless we push back on it.McConnell had this to say about the insanity and intimidation from the left: “I want to make it clear to these people chasing my members around the hall here, or harassing them at the airports, or going to their homes. We won’t be intimidated by these people.”One of the best examples we’ve seen of pushing back during this time of chaos came from a Senator who was confronted in the halls of the Capitol:A leftist protester ambushed a GOP Senator then couldn’t answer questions he tossed back at her. Senator Cassidy did a great job of pushing back!The big question to ask after watching the video below is what if the tables were turned on this woman and she was accused of something without any evidence? How would she feel then? Would she be so ready to convict someone without any corroborating evidence? We doubt it. She’s blinded by what she’s been told and can’t answer a logical question. Pitiful…Daily Caller provided a transcript;Cassidy: “Why wouldn’t I support Kavanaugh?”Protester: “Because rapists are bad.”Cassidy: “Wait a second — everybody there said that it did not happen. So why am I going to–”Protester: “So you’re going to believe Mark Judge over a woman?”Cassidy: “No, I’m going to believe her best friend.”Protester: “Her best friend didn’t say it didn’t happen. Her best friend said she wasn’t told about it.”Cassidy: “She said she didn’t remember.”Protester: “So you’re OK as a doctor to harm a woman?”Cassidy: “Wait a second – are you OK as a person to go ahead and to accept a non-corroborated charge to destroy someone’s life? If it destroyed your life, your son’s life, or your husband’s? Wait a second, answer my question. If it was your husband, your son, your father, whose life has been destroyed by uncorroborated, would you like that?”Protester: “I would support a full FBI investigation.”Cassidy: “No, no. Would you like that? An uncorroborated charge, destroying—”Protester: “I wouldn’t marry somebody that was a drunk.”Cassidy: “Oh no, wait a second. Uncorroborated. Answer the question. I don’t think you’re able to. Because you know it’s unfair.”Protester: “I would stand up.”Cassidy: “You know it’s unfair.”Protester: “I would fight. And I would make sure women are heard. Clearly you’re OK if a rapist goes on the Supreme Court.”Cassidy: “No, I’m not. But then on the other hand, clearly you’re OK, the absence of evidence obviously means nothing to you.”Protester: “No, there is evidence. Look at the standard. How many people are in jail for less?”Notice how this woman calls Brett Kavanaugh a rapist. The left has labeled Brett Kavanaugh a rapist with ZERO evidence. Christine Blasey Ford NEVER said Kavanaugh raped her. Julie Swetnick NEVER said she saw Brett Kavanaugh rape anyone.THE LEFT HAS HIJACKED THE NARRATIVE TO CLAIM RAPE WHEN THERE WAS NEVER RAPE!PRESIDENT TRUMP SAID IT BEST:“It’s a very scary time for young men in America when you can be guilty of something that you may not be guilty of.”""It’s a very scary time for young men in America when you can be guilty of something that you may not be guilty of,"" Trump said of Brett Kavanaugh before leaving for Philadelphia.Trump also said his SCOTUS nominee is ""an outstanding person"" who's being ""very brutally treated"" pic.twitter.com/EkPVgTx3Uw— POLITICO (@politico) October 2, 2018Please pray for the Kavanaugh family.",fake
656,03-Oct-18,"A Democratic intern for Rep. Sheila Jackson Lee has been arrested by U.S. Capitol Police and accused of releasing the personal information of Senator Orrin Hatch, Lindsey Graham and Mike Lee.  Jackson Cosko, 27, was arrested and charged with a laundry list of things (see below) related to the doxxing of the Senators.  This guy had worked for several different Democrats before working for Jackson Lee. It’s ironic that he’s a “cybersecurity graduate student”. The Republicans need to get him to spill and tell some inside baseball on the Democrats. We’d like to know what was in the envelope Jackson Lee suspiciously handed to Blasey Ford’s lawyer (video below).JACKSON COSKO…He’s now an unemployed “Democratic Political Professional” and is more like a Cyber INsecurity Graduate…

The complete list of charges are as follows: making public restricted personal information, witness tampering, threats in interstate communication, unauthorized access of a government computer, identity theft, second-degree burglary and unlawful entry. Police also said that more charges could be filed.
Cosko has worked as an intern for Rep. Sheila Jackson Lee for a couple of months. He’s been fired.REMEMBER THE ENVELOPE GIVEN TO BLASEY FORD’S LAWYER… COULD IT BE CONNECTED TO THE DOXXING?Notice her mannerisms and his…She looks almost scared and doesn’t say a word but passes the envelope. Blasey Ford’s lawyer (see more on him below) accepts it like he knows what’s in it. She backs away…This exchange is odd. What do you think about it?BREAKING:The staffer arrested for doxxing @GOP senators was a staffer in Rep. Sheila Jackson Lee's (@JacksonLeeTX18) office, says her chief of staff Glenn Rushing. He's no longer with the office as of today Now we know what was in the envelope!Donate @ https://t.co/ZbnntViW4T pic.twitter.com/LkhLy04xq7— PolitiChatter.com (@Politi_Chatter) October 3, 2018Trending: KATIE HOPKINS WARNS AMERICANS Of Grave Danger Ahead: “Do Not Let This Great Country Become The United Kingdom” [VIDEO]MORE INFORMATION ON THE BLASEY FORD LAWYER JACKSON LEE PASSED THE ENVELOPE TO:Attorney Michael Bromwich, one of the high-powered lawyers representing the woman accusing Supreme Court nominee Brett Kavanaugh of sexual assault, is working for her for free, the Washington Examiner reported.Bromwich joined forces with the two other lawyers representing Christine Blasey Ford. –The HillBloomberg reports The move to join Ford’s team prompted Bromwich’s resignation from the Washington law firm Robbins, Russell, Englert, Orseck, Untereiner & Sauber LLP, where he was a senior counsel. He quit because some of the partners objected to his decision, according to a note he sent out. His name no longer appears on the firm’s roster of attorneys.Bromwich also represents former FBI Deputy Director Andrew McCabe, who was fired in March by Attorney General Jeff Sessions over allegations he’d violated the FBI and Justice Department’s policy related to disclosures to the media.The personal information of the three Senators was posted on their Wikipedia pages. In light of the political climate these days, that was a dangerous move. Just last month, protesters went to the home of the Homeland Security director and protested in front with her daughters looking on.Fox News reports details on how this was first detected:The intentional publication of the information was first caught by a Twitter bot that automatically tracks any changes made to Wikipedia entries from anyone located in the U.S. Congress and publicizes them on the social media site. The bot account later deleted the tweets because the edits contained personal information. According to the bot, whoever posted the information did so from a computer in the House of Representatives.The home addresses of the senators appeared to be correct, though the phone numbers didn’t appear to be entirely accurate. A “home” phone number listed for Graham appeared to direct callers to the Sexual Minority Youth Assistance League (SMYAL), a Washington D.C.-based advocacy group.Sources tell Fox News that authorities are looking into the possibility that at least two other senators were doxxed.",fake
657,03-Oct-18,"The media double standards on the Kavanaugh confirmation are truly “outrageous”. Sarah Sanders called them out today in a White House press conference when they asked about the president’s speech in Mississippi last night. He’s been slammed all day about stating the facts of the Blasey Ford accusations and pointing out the holes in her story. The media said he was mocking Ford when he simply listed the questions anyone would ask if they heard her testify (see below). The double standard here is huge! We’re not allowed to question this woman’s story yet every single thing is questioned about Judge Kavanaugh.NOTE HOW ABC STATES THAT TRUMP WAS “MOCKING” FORD IN HIS SPEECH WHEN THAT WAS NOT THE CASE!“The president was stating the facts,” Sarah Sanders says of Pres. Trump mocking Dr. Ford, adding everything Kavanaugh has said has been picked apart, “yet if anybody says anything about the accusations that have been thrown against them, that’s totally off-limits and outrageous”""The president was stating the facts,"" Sarah Sanders says of Pres. Trump mocking Dr. Ford, adding everything Kavanaugh has said has been picked apart, ""yet if anybody says anything about the accusations that have been thrown against them, that's totally off-limits and outrageous"" pic.twitter.com/jRAhDf4EmI— ABC News (@ABC) October 3, 2018Trending: KATIE HOPKINS WARNS AMERICANS Of Grave Danger Ahead: “Do Not Let This Great Country Become The United Kingdom” [VIDEO]President Trump held a rally in Mississippi last night and spoke at one point about the Christine Blasey Ford’s accusations against Supreme Court Nominee Brett Kavanaugh.  The fake news media and Democrats jumped on the comments by the president and turned them into something they clearly were not.They called it “mocking” but President Trump WAS NOT mocking Christine Blasey Ford in his speech last night! The left has jumped all over this “mocking” narrative and turned it into something totally different. The faux outrage is almost humorous except for the fact that some Republicans have bought into it. Senators Flake, Murkowski, and Collins all weighed in with complaints about the president’s comments:HufPo called”Trump’s Mockery” A “GOP Concern”Flake called the comments “kind of appalling”.Murkowski said,  “I thought the President’s comments yesterday mocking Dr. Ford were wholly inappropriate and in my view unacceptable.”CNN commented: Sen. Susan Collins, a key GOP swing vote, on President Trump mocking Kavanuagh accuser Christine Blasey Ford: “The President’s comments were just plain wrong”The truth is that president Trump was honest and asked what Republicans should have asked if they could have during the hearing…There was no mocking…at all.President Trump is asking the questions…That’s it!“I had one beer, right? I had one beer! How did you get home? I don’t remember. How’d you get there? I don’t remember. Where’s the place? I don’t remember. …“Upstairs, downstairs, I don’t know. But I had one beer. That’s the only thing I remember.”NBC CALLS IT MOCKING BUT IT’S ASKING THE QUESTIONS THAT SHOULD HAVE BEEN ASKED:BREAKING: President Trump mocks Dr. Christine Blasey Ford, who has accused Trump's Supreme Court nominee Brett Kavanaugh of sexual misconduct, during a rally in Mississippi. https://t.co/yjrqDceYv6 pic.twitter.com/iv22aHRwhn— NBC News (@NBCNews) October 3, 2018JUST IN: SARAH SANDERS ON PRESIDENT TRUMP’S SUPPORT FOR KAVANAUGH:Reporter: Does the president still believe that Dr. Ford’s testimony was credible?Press Sec. Sanders: “The president believes that Judge Kavanaugh should be confirmed.”  ",fake
658,02-Oct-18,"During Christine Blasey Ford’s testimony to the Senate Judiciary Committee, she was asked by the GOP’s expert if she ever discussed or gave tips on how to take a polygraph. It turns out that Blasey Ford has an ex-boyfriend of 6 years who  says she helped coach a friend on how to take a polygraph test:THIS IS WHAT SHE SAID UNDER OATH:MITCHELL: Have you ever had discussions with anyone, beside your attorneys, on how to take a polygraph?FORD: Never.MITCHELL: And I don’t just mean countermeasures, but I mean just any sort of tips, or anything like that.Trending: KATIE HOPKINS WARNS AMERICANS Of Grave Danger Ahead: “Do Not Let This Great Country Become The United Kingdom” [VIDEO]FORD: No. I was scared of the test itself, but was comfortable that I could tell the information, and the test would reveal whatever it was going to reveal. I didn’t expect it to be as long as it was going to be, so it was a little bit stressful.MITCHELL: Had — have you ever given tips or advice to somebody who was looking to take a polygraph test?FORD: Never.Prosecutor Rachel Mitchell: ""Have you ever given tips or advice to somebody who was looking to take a polygraph test?""Christine Blasey Ford: ""Never."" pic.twitter.com/k5Pm424f22— Ryan Saavedra (@RealSaavedra) September 30, 2018Fox News reports:In a letter released Tuesday and obtained by Fox News, an ex-boyfriend of Christine Blasey Ford, the California professor accusing Brett Kavanaugh of sexual assault, seemingly contradicts her testimony under oath last week that she had never helped anyone prepare for a polygraph examination.The former boyfriend, whose name was redacted, also said Ford neither mentioned Kavanaugh nor said she was a victim of sexual misconduct during the time they were dating from about 1992 to 1998. He said he saw Ford helping a woman he believed was her “life-long best friend” prepare for a potential polygraph test. He added that the woman had been interviewing for jobs with the FBI and U.S. Attorney’s office: “I witnessed Dr. Ford help [Monica L.] McLean prepare for a potential polygraph exam” and that Ford had “explained in detail what to expect, how polygraphs worked and helped [her] become familiar and less nervous about the exam.” The ex-boyfriend also said he never heard Blasey Ford express a fear of flying.So the delay by the Democrats is backfiring because Blasey Ford’s story is falling apart. Senator Grassley immediately called for the release of thd notes from Ford’s therapist:“Your continued withholding of material evidence despite multiple requests is unacceptable as the Senate exercises its constitutional responsibility of advice and consent for a judicial nomination.”  ",fake
659,02-Oct-18,"During Christine Blasey Ford’s testimony to the Senate Judiciary Committee, she was asked by the GOP’s expert if she ever discussed or gave tips on how to take a polygraph. It turns out that Blasey Ford has an ex-boyfriend of 6 years who  says she helped coach a friend on how to take a polygraph test:THIS IS WHAT SHE SAID UNDER OATH:MITCHELL: Have you ever had discussions with anyone, beside your attorneys, on how to take a polygraph?FORD: Never.MITCHELL: And I don’t just mean countermeasures, but I mean just any sort of tips, or anything like that.Trending: KATIE HOPKINS WARNS AMERICANS Of Grave Danger Ahead: “Do Not Let This Great Country Become The United Kingdom” [VIDEO]FORD: No. I was scared of the test itself, but was comfortable that I could tell the information, and the test would reveal whatever it was going to reveal. I didn’t expect it to be as long as it was going to be, so it was a little bit stressful.MITCHELL: Had — have you ever given tips or advice to somebody who was looking to take a polygraph test?FORD: Never.Prosecutor Rachel Mitchell: ""Have you ever given tips or advice to somebody who was looking to take a polygraph test?""Christine Blasey Ford: ""Never."" pic.twitter.com/k5Pm424f22— Ryan Saavedra (@RealSaavedra) September 30, 2018Fox News reports:In a letter released Tuesday and obtained by Fox News, an ex-boyfriend of Christine Blasey Ford, the California professor accusing Brett Kavanaugh of sexual assault, seemingly contradicts her testimony under oath last week that she had never helped anyone prepare for a polygraph examination.The former boyfriend, whose name was redacted, also said Ford neither mentioned Kavanaugh nor said she was a victim of sexual misconduct during the time they were dating from about 1992 to 1998. He said he saw Ford helping a woman he believed was her “life-long best friend” prepare for a potential polygraph test. He added that the woman had been interviewing for jobs with the FBI and U.S. Attorney’s office: “I witnessed Dr. Ford help [Monica L.] McLean prepare for a potential polygraph exam” and that Ford had “explained in detail what to expect, how polygraphs worked and helped [her] become familiar and less nervous about the exam.” The ex-boyfriend also said he never heard Blasey Ford express a fear of flying.So the delay by the Democrats is backfiring because Blasey Ford’s story is falling apart. Senator Grassley immediately called for the release of thd notes from Ford’s therapist:“Your continued withholding of material evidence despite multiple requests is unacceptable as the Senate exercises its constitutional responsibility of advice and consent for a judicial nomination.”  ",fake
660,02-Oct-18,"Former Vice President Joe Biden has been reported as “furious” over the fact that Republicans conjured his former self in arguing against the Democrats request for a full FBI investigation into Brett Kavanaugh, Supreme Court nominee.Republicans brought up Biden and quoted his comments from the early 1990’s when Anita Hill challenged Clarence Thomas with accusations. The comments that Republicans referenced are from when Biden was the Senate Judiciary Chairman and in charge of overseeing the Anita Hill hearings. Specifically, Biden was in disagreement with requests for an FBI investigation into Kavanaugh’s hearing greatly brought back memories of Clarence Thomas defending himself against allegations and character smears. Thomas was still confirmed and still serves on the Supreme Court today.Christine Blasey Ford, Kavanaugh’s first accuser, gave her testimony before the Senate Judiciary Committee just before Kavanaugh was permitted to provide his side of the story.“Current committee chairman Chuck Grassley said: “Senate Democrats hope for the FBI to draw any conclusions on this matter, I’m going to remind you what Joe Biden said.”Trending: KATIE HOPKINS WARNS AMERICANS Of Grave Danger Ahead: “Do Not Let This Great Country Become The United Kingdom” [VIDEO]“Joe Biden, quote: ‘The next person who refers to an FBI report as being worth anything obviously doesn’t understand anything. The FBI explicitly does not — does not, in this or any other case, reach a conclusion. Period,'” Grassley cites Biden as saying.Biden’s spokesman told the New York Times that he was taken out of context. Instead, he said Biden had been rejecting an argument from a Republican, Senator Orrin Hatch of Utah, who said the FBI had effectively exonerated Thomas” as per Business Insider.The New York Times also reported of Biden’s distaste for the Republican’s using his own words against his own party.Biden has expressed his support of Christine Blasey Ford and her case against Judge Brett Kavanaugh. On the contrary, Ford’s story has more holes than swiss cheese and everything about the accusations against Brett Kavanaugh appear to be nothing more than a power grab reaching for Kavanaugh’s seat in the Supreme Court.FLASHBACK: Clarence Thomas responds to Anita Hill testimony.Here’s another video of Joe Biden who mentions politicians with drug habits, but says they don’t matter because of how long ago they happened. Is that similar to how Brett Kavanaugh enjoyed a few drinks during high school or college? Although, the funny part is that Democrats are criticizing the man for having a few drinks like almost every other college student, but then they probably go home and have a few drinks of their own.Meanwhile, Kavanaugh’s drinking, if it was a problem at all, mostly happened during his college years – after the incident that Ford stated happened during the high school years.Democrats can have fun with their FBI investigation this week, but they should remember that “the FBI does not reach a conclusion, PERIOD” -Joe Biden.",fake
661,02-Oct-18,"If the ever increasing lines at President Trump’s high-energy rallies are any indication of the enormous love American voters have for their President, Democrats should be very concerned.No one can say the Democrats didn’t pull out all the stops to keep Trump from achieving his meteoric rise with the American public…The media cannot be accused of laying back and allowing Trump to increase in popularity.  Collectively, they offered their readers the most unbalanced and untrue picture of a President this nation has ever seen. In spite of the 90%+ negative coverage by the mainstream media, the lines to President Trump’s rallies keep getting bigger.No one can say the Democrats have left a single dirty trick unused.At the urging of Representative Maxine Waters, supporters of the Democrat Party have taken to public spaces to confront and threaten members of President Trump’s cabinet. President Trump’s press secretary, Sarah Sanders was forced out of the Red Hen Restaurant in Lexington, VA where she was attempting to have dinner with friends, simply because of her ties to President Trump.Trending: KATIE HOPKINS WARNS AMERICANS Of Grave Danger Ahead: “Do Not Let This Great Country Become The United Kingdom” [VIDEO]On June 14, 2017, “hardcore Democrat” James Hodgkinson, a 66-year-old unemployed home inspector, took it upon himself to murder Republican members of Congress. Hodkinson ambushed Republican House members at a bi-partisan baseball practice in Alexandria VA.  Hodgkinson was said to have been angry with President Donald Trump, so he traveled from Chicago to Alexandria, VA with an assault-type rifle, where he fired 62 rounds of ammo at Republicans on the baseball field. Following the attempt at mass murder by the unhinged Democrat, Rep. Steve Scalise (R-LA), who was shot multiple times, was left fighting for his life. Hodgkinson’s neighbor referred to him as a “pretty hardcore Democrat” who wasn’t happy when Trump was elected. Hodgkinson’s Facebook page showed that he belonged to the groups “Terminate the Republican Party” and “The Road to Hell is Paved with Republicans.” One note on his Facebook said, “It’s Time to Destroy Trump & Co.”Pro-abortion women marched in DC and the media gave them wall-to-wall coverage. Aging pop-star Madonna talked about how she dreamed of blowing up the White House.And finally, there is no one who can accuse our intelligence community, Hillary Clinton, Barack Obama, James Clapper and LoretLynch of not giving it their all.Yet, in spite of an army of leftists who will stop at nothing to take him down, President Trump, like a bull in a China shop, is keeping his head down and breaking glass all over Washington DC, as Americans cheer…President Trump just tweeted the best example of how many Americans are supporting him with this incredible video showing a line to see him last night at his rally in Tennessee:WOW – THANK YOU TENNESSEE! pic.twitter.com/38UUDqfIz5— Donald J. Trump (@realDonaldTrump) October 2, 2018Right Side Broadcasting Network, who does an amazing job of covering Trump’s rallies, published this video, showing a red tsunami hitting Tennessee last night:  ",fake
